id,text,answer,solution
10,"In a network with a maximum segment size (MSS) of 128 KB, the sender is currently in the slow start phase with a congestion window size of 26 MSS. After receiving some ACKs, the new congestion window size is 85248 kb. How many ACKs were received?","given values:
  MSS = 128 kb
  congestion window = 26 MSS
  new congestion window size = 85248 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 85248/128$
  $new\_cwnd = 666 MSS$

  number of ACKs received:
  $ACKs = (new\_cwnd - cwnd)/MSS$
  $ACKs = (666 - 26)/128$
  $ACKs = 640/128$
  $ACKs = 5$

  The number of ACKs received is: 5
  the answer is: 5",5.0
11,"In a network with a maximum segment size of 160 KB, the current congestion window size is 16 MSS. If the sender receives 1 ACK during the slow start phase, what is the number of ACKs received?","given values:
  MSS = 160 kb
  congestion window = 16 MSS
  number of ACKs sent = 1

  new congestion window size is:
  $cwnd = cwnd + MSS * ACKs$

  $cwnd = 16 + 160 * 1$
  $cwnd = 16 + 160$
  $cwnd = 176$
  cwnd = 176 MSS$

  new congestion window size in MSS:
  $new\_cwnd = cwnd/MSS$
  $new\_cwnd = 176/160$
  $new\_cwnd = 1.1$

  ACKs= (new_cwnd - cwnd)/MSS
  ACKs= (1.1 - 16)/160
  ACKs= 0.00625

  The answer is: 1",1.0
12,"In a network with a maximum segment size of 96 KB, the sender is currently in the slow start phase with a congestion window size of 30 MSS. After receiving ACKs, what should the new value of the congestion window be, expressed in MSS?","given values:
  MSS = 96 kb
  congestion window = 30 MSS
  new congestion window size = 85824 Kb

  new_cwnd (in MSS) = new_cwnd/MSS 
  new_cwnd = 85824/96
  new_cwnd = 894 MSS

  ACKs= (new_cwnd - cwnd)/MSS
  ACKs= (894 - 30)/96
  ACKs= 864/96
  ACKs= 9

  The answer is: 9",9.0
13,"It is assumed that the maximum segment size used in a network is 144 KB. In the slow start phase, the current congestion window size is 16 MSS. If the sender receives multiple ACKs, what should be the number of ACKs recieved to have a new congestion window size of 23040 kb?","given values:
  MSS = 144 kb
  congestion window = 16 MSS
  new congestion window size = 23040 Kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 23040/144$
  $new_cwnd = 160$

  number of ACKs sent:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (160 - 16)/144$
  $ACKs= 144/144$
  $ACKs= 1$

  The answer is: 1",1.0
14,"It is assumed that in a network, the maximum segment size used is 40 KB. In the slow start phase, the current congestion window size is 4 MSS. If the sender receives a new congestion window size of 14560 kb, how many ACKs were received?","Congestion control is a mechanism in computer networks that prevents network congestion by regulating the rate at which data is sent into the network. Slow start is a congestion control algorithm that starts by sending a small amount of data into the network and gradually increases the amount of data sent until congestion is detected.

  given values:
  MSS = 40 kb
  congestion window = 4 MSS
  new congestion window size = 14560 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 14560/40$
  $new\_cwnd = 364$

  number of ACKs received:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (364 - 4)/40$
  $ACKs= (360)/40$
  $ACKs= 9$

  The answer is: 9",9.0
15,"In a network where the maximum segment size is 32 KB, the current congestion window size is 2 MSS during the slow start phase. If the sender receives 4 ACKs, what is the new value of the congestion window in MSS?","Congestion control is a set of techniques used in computer networks to prevent the network from becoming overloaded. When a network is congested, packets can be lost or delayed, which can lead to poor performance for applications. Slow start is a congestion control algorithm that is used to gradually increase the rate at which data is sent over a network. This helps to prevent the network from becoming overloaded and ensures that packets are delivered in a timely manner.

  given values:
  MSS = 32 kb
  congestion window = 2 MSS
  number of ACKs sent = 4

  new congestion window size is:
  $cwnd = cwnd + MSS * ACKs$

  $cwnd = 2 + 32 * 4$
  $cwnd = 2 + 128$
  $cwnd = 130$
  cwnd = 130 MSS$

  new congestion window size in MSS:
  $new\_cwnd = cwnd/MSS$
  $new\_cwnd = 130/32$
  $new\_cwnd = 4$

  The answer is: 4",4.0
16,"In a network with a maximum segment size of 32 KB, the congestion window size is initially set to 26 MSS. After receiving some ACKs, the new congestion window size is 2880 kb. How many ACKs were received?","given values:
  MSS = 32 kb
  congestion window = 26 MSS
  new congestion window size = 2880 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 2880/32$
  $new\_cwnd = 90$

  number of ACKs sent:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (90 - 26)/32$
  $ACKs= (64)/32$
  $ACKs= 2$

  The answer is: 2",2.0
17,"In a network with a maximum segment size of 96 KB, the sender is in the slow start phase with a current congestion window size of 8 MSS. After receiving several ACKs, the new congestion window size is 28416 kb. How many ACKs were received?","Congestion control is a set of techniques used in computer networks to prevent the network from becoming overloaded. Slow start is a specific congestion control algorithm that is used in the TCP protocol. When a TCP connection is established, the sender starts by sending a small number of packets. The number of packets that are sent is gradually increased until the sender receives an acknowledgement from the receiver. If the sender does not receive an acknowledgement, it assumes that the network is congested and it reduces the number of packets that it sends.

given values:
MSS = 96 kb
congestion window = 8 MSS
new congestion window size = 28416 kb

new congestion window size in MSS:
$new_cwnd = new_cwnd/MSS$
$new_cwnd = 28416/96$
$new_cwnd = 296$

number of ACKs received:
$ACKs= (new_cwnd - cwnd)/MSS$
$ACKs= (296 - 8)/96$
$ACKs= 288/96$
$ACKs= 3$

The sender received 3 ACKs.
The answer is: 3",3.0
18,"In a network with a maximum segment size (MSS) of 112 KB, the current congestion window size is 12 MSS. If the sender receives a number of ACKs during the slow start phase, what should be the new value of the congestion window (in MSS)?","Congestion control is a set of techniques used to prevent network congestion by regulating the rate at which data is sent over a network. Slow start is a specific congestion control algorithm that is used to gradually increase the rate at which data is sent after a period of congestion. Slow start helps to prevent congestion by ensuring that the rate at which data is sent does not exceed the capacity of the network.

given values:
MSS = 112 kb
congestion window = 12 MSS
new congestion window size = 26432 kb

new congestion window size in MSS:
$new_cwnd (in MSS) = new_cwnd/MSS$
$new_cwnd (in MSS) = 26432/112$
$new_cwnd (in MSS) = 236$

number of ACKs recieved:
$ACKs= (new_cwnd - cwnd)/MSS$
$ACKs= (236 - 12)/112$
$ACKs= 2$

The answer is: 2",2.0
19,"In a network with a maximum segment size of 24 KB, the sender is currently in the slow start phase with a congestion window size of 18 MSS. After receiving an unspecified number of ACKs, the new congestion window size is 5040 KB. How many ACKs were received?","given values:
  MSS = 24 kb
  congestion window = 18 MSS
  new congestion window size = 5040 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 5040/24$
  $new_cwnd = 210$

  number of ACKs received:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (210 - 18)/24$
  $ACKs= 192/24$
  $ACKs= 8$

  The answer is: 8",8.0
20,"In a network where the maximum segment size is 128 KB, the congestion window size during the slow start phase is 10 MSS. After receiving how many ACKs, will the new value of the congestion window be 83200 KB?","given values:
  MSS = 128 kb
  congestion window = 10 MSS
  new congestion window size = 83200 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 83200/128$
  $new\_cwnd = 650$

  ACKs received:
  $ACKs = (new\_cwnd - cwnd)/MSS$
  $ACKs = (650 - 10)/128$
  $ACKs = 640/128$
  $ACKs = 5$

  The answer is: 5",5.0
21,"In a network where the maximum segment size is 24 KB, the current congestion window size is 20 MSS during the slow start phase. If the sender receives 7 ACKs, what should the new congestion window size be? Express the answer in MSS.","Congestion control is a set of techniques used to manage network traffic and prevent congestion. It aims to ensure that the network is used efficiently and fairly, and that data is delivered without excessive delay or loss.

Slow start is a congestion control algorithm that is used to gradually increase the rate at which data is sent over a network. It starts by sending a small amount of data and then gradually increases the amount of data sent until the network becomes congested. Once congestion is detected, the algorithm reduces the rate at which data is sent.

  given values:
  MSS = 24 kb
  congestion window = 20 MSS
  number of ACKs sent = 7

  new congestion window size is:
  $cwnd = cwnd + MSS * ACKs$

  $cwnd = 20 + 24 * 7$
  $cwnd = 20 + 168$
  $cwnd = 188$
  cwnd = 188 MSS$

  new congestion window size in MSS:
  $new_cwnd = cwnd/MSS$
  $new_cwnd = 188/24$
  $new_cwnd = 7.833$
  $new_cwnd = 7 MSS$

  The answer is: 7 MSS",7.0
22,"In a network with a maximum segment size of 72 KB, the congestion window size during the slow start phase is 8 MSS. After receiving how many ACKs, the new congestion window size becomes 10944 kb?","given values:
  MSS = 72 kb
  congestion window = 8 MSS
  new congestion window size = 10944 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 10944/72$
  $new\_cwnd = 152$ MSS

  ACKs received:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (152 - 8)/72$
  $ACKs= 144/72$
  $ACKs= 2$

  The answer is: 2",2.0
23,"In a network with a maximum segment size of 48 KB, the congestion window size during the slow start phase is 30 MSS. Upon receiving how many ACKs, should the new congestion window size be 3744 kb?","given values:
  MSS = 48 kb
  congestion window = 30 MSS
  new congestion window size = 3744 Kb

  new_cwnd (in MSS) = new_cwnd/MSS 
  new_cwnd = 3744/48
  new_cwnd = 78 MSS

  ACKs= (new_cwnd - cwnd)/MSS
  ACKs = (78 - 30)/48
  ACKs = 48/48
  ACKs = 1

  The answer is: 1",1.0
24,"In a network with a maximum segment size of 112 KB, the congestion window size is currently 18 MSS. If the new congestion window size is 114912 kb, what is the number of ACKs received during the slow start phase?","given values:
  MSS = 112 kb
  cwnd = 18 MSS
  new_cwnd = 114912 kb

  new_cwnd (in MSS) = new_cwnd/MSS 
  new_cwnd (in MSS) = 114912 kb / 112 kb
  new_cwnd (in MSS) = 1026 MSS

  ACKs= (new_cwnd - cwnd)/MSS
  ACKs= (1026 MSS - 18 MSS)/112 kb
  ACKs= (1008 MSS)/112 kb
  ACKs= 9

  The number of ACKs received during the slow start phase is 9.
  The answer is: 9",9.0
25,"In a network with a maximum segment size of 48 KB, the sender is currently in the slow start phase with a congestion window size of 16 MSS. After receiving a number of ACKs, the new congestion window size is 21504 Kb. How many ACKs were received?","Congestion control is a set of techniques used to prevent network congestion by controlling the rate at which data is sent over a network. Slow start is a specific congestion control algorithm that starts by sending a small amount of data and gradually increases the amount of data sent until congestion is detected.

  given values:
  MSS = 48 kb
  congestion window = 16 MSS
  new congestion window size = 21504 Kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 21504/48$
  $new\_cwnd = 448$

  number of ACKs received:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (448 - 16)/48$
  $ACKs= 432/48$
  $ACKs= 9$

  The number of ACKs received is 9.
  The answer is: 9",9.0
26,"In a network with a maximum segment size of 48 KB, the sender is currently in the slow start phase with a congestion window size of 26 MSS. After receiving how many ACKs, the new congestion window size will be 21984 kb?","Congestion control is a set of techniques used in computer networks to prevent network congestion. It works by adjusting the rate at which data is sent into the network, based on the level of congestion.

Slow start is a specific congestion control algorithm that is used in TCP. It starts by sending a small amount of data into the network, and then gradually increases the amount of data sent until it reaches a certain threshold. If the network becomes congested, the algorithm will slow down the rate at which data is sent.

  given values:
  MSS = 48 kb
  congestion window = 26 MSS
  new congestion window size = 21984 Kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 21984/48$
  $new_cwnd = 458$

  number of ACKs sent:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (458 - 26)/48$
  $ACKs= 432/48$
  $ACKs= 9$

  The answer is: 9",9.0
27,"In a network where the maximum segment size is 64 KB, the sender is currently in the slow start phase with a congestion window size of 8 MSS. After receiving how many ACKs, should the new value of the congestion window be 4608 kb (in KB)?","Congestion control is a mechanism that prevents network congestion by adjusting the rate at which data is sent. Slow start is a congestion control algorithm that starts by sending data at a low rate and gradually increases the rate until congestion is detected. This helps to avoid overloading the network and causing congestion.

  given values:
  MSS = 64 kb
  congestion window = 8 MSS
  new congestion window size = 4608 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 4608/64$
  $new_cwnd = 72$
  $new_cwnd = 72 MSS$

  number of ACKs recieved:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (72 - 8)/64$
  $ACKs= 64/64$
  $ACKs= 1$

  The answer is: 1",1.0
28,"In a network with a maximum segment size of 88 KB, the current congestion window size during the slow start phase is 6 MSS. If the sender receives 7 ACKs, what is the new congestion window size (expressed in MSS)?","given values:
  MSS = 88 kb
  congestion window = 6 MSS
  number of ACKs sent = 7

  new congestion window size is:
  $cwnd = cwnd + MSS * ACKs$

  $cwnd = 6 + 88 * 7$
  $cwnd = 6 + 616$
  $cwnd = 622$
  cwnd = 622 MSS$

  new congestion window size in MSS:
  $cwnd = new_cwnd/MSS$
  $cwnd = 622/88$
  $cwnd = 7$

  The answer is: 7 MSS",7.0
29,"In a network with a maximum segment size of 80 KB, the congestion window size during the slow start phase is initially set to 2 MSS. After receiving how many ACKs, should the new congestion window size be 6560 kb?","given values:
  MSS = 80 kb
  congestion window = 2 MSS
  new congestion window size = 6560 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 6560/80$
  $new_cwnd = 82$

  ACKs received:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (82 - 2)/80$
  $ACKs= 1$

  The number of ACKs received is: 1
  The answer is: 1",1.0
30,"In a network with a maximum segment size of 8 KB, the current congestion window size during the slow start phase is 12 MSS. After receiving a number of ACKs, the new congestion window size is 288 kb. What is the number of ACKs received?","given values:
  MSS = 8 kb
  congestion window = 12 MSS
  new congestion window size = 288 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 288/8$
  $new\_cwnd = 36$

  number of ACKs received:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (36 - 12)/8$
  $ACKs= 24/8$
  $ACKs= 3$
  the answer is: 3",3.0
31,"In a network with a maximum segment size of 16 KB, the congestion window size during the slow start phase is initially set to 4 MSS. After receiving how many ACKs, should the new congestion window size be 1600 kb?","Congestion control is a set of techniques used in computer networks to prevent the network from becoming overloaded. When a network is congested, packets can be delayed or lost, which can lead to poor performance for applications. Slow start is a congestion control algorithm that is used to gradually increase the rate at which data is sent into a network. This helps to prevent the network from becoming overloaded and ensures that packets are delivered in a timely manner.

  given values:
  MSS = 16 kb
  congestion window = 4 MSS
  new congestion window size = 1600 kb

  new congestion window size in MSS:
  $cwnd = new_cwnd/MSS$
  $cwnd = 1600/16$
  $cwnd = 100$

  number of ACKs sent:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (100 - 4)/16$
  $ACKs= 96/16$
  $ACKs= 6$

  The answer is: 6",6.0
32,"It is assumed that the maximum segment size utilized in a network is 144 KB. During the slow start phase, the current congestion window size is 30 MSS. If the sender receives 128736 kb in the new congestion window size, how many ACKs were received?","Congestion control is a set of techniques used to prevent network congestion by managing the rate at which data is sent over a network. Slow start is a congestion control algorithm that starts by sending a small amount of data and gradually increases the amount of data sent until congestion is detected.

  given values:
  MSS = 144 kb
  congestion window = 30 MSS
  new congestion window size = 128736 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 128736/144$
  $new_cwnd = 894$
  $new_cwnd = 894 MSS$

  number of ACKs received:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (894 - 30)/144$
  $ACKs= 864/144$
  $ACKs= 6$
  ACKs = 6

  The answer is: 6",6.0
33,"In a network with a maximum segment size of 120 KB, the current congestion window size during the slow start phase is 28 maximum segment sizes (MSS). After receiving how many ACKs, should the new value of the congestion window be 89760 kb, expressed in kilobytes?","Congestion control is a set of techniques used in computer networks to prevent network congestion. It works by adjusting the rate at which data is sent into the network, based on the current level of congestion.

Slow start is a specific congestion control algorithm that is used in TCP. It starts by sending data at a slow rate, and then gradually increases the rate as long as there is no congestion. If congestion is detected, the rate is decreased.

  given values:
  MSS = 120 kb
  congestion window = 28 MSS
  new congestion window size = 89760 kb

  new congestion window size in MSS is:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 89760/120$
  $new_cwnd = 748 MSS$

  number of ACKs recieved:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (748 - 28)/120$
  $ACKs= (720)/120$
  $ACKs= 6$

  The answer is: 6",6.0
34,"In a network with a maximum segment size of 88 KB, the congestion window size is initially set to 2 MSS. If the sender receives 2 ACKs in the slow start phase, what is the number of ACKs received?","given values:
  MSS = 88 kb
  congestion window = 2 MSS
  number of ACKs sent = 2
  new congestion window size = 15664 kb

  new_cwnd (in MSS) = new_cwnd/MSS 
  15664/88 = 178 MSS

  ACKs= (new_cwnd - cwnd)/MSS
  ACKs = (178 - 2)/MSS
  ACKs = 176/88
  ACKs = 2

  The number of ACKs received is 2.
  the answer is: 2",2.0
35,"In a network with a maximum segment size of 128 KB, the sender is currently in the slow start phase with a congestion window size of 4 MSS. After receiving 5 ACKs, determine the number of ACKs received.","Congestion control is a set of techniques used in computer networks to prevent network congestion and ensure efficient data transmission. Slow start is a specific congestion control algorithm used in TCP (Transmission Control Protocol) to gradually increase the sending rate of data packets after a network connection is established, helping to avoid network congestion and packet loss.

  given values:
  MSS = 128 kb
  congestion window = 4 MSS
  number of ACKs sent = 5
  new congestion window size = 82432 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 82432/128$
  $new_cwnd = 644$

  number of ACKs received:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (644 - 4)/128$
  $ACKs= (640)/128$
  $ACKs= 5$

  The answer is: 5",5.0
36,"In a network with a maximum segment size of 40 KB, the current congestion window size during the slow start phase is 24 MSS. If the sender receives 6 ACKs, what is the updated value of the congestion window in MSS?","given values:
  MSS = 40 kb
  congestion window = 24 MSS
  number of ACKs sent = 6

  new congestion window size is:
  $cwnd = cwnd + MSS * ACKs$

  $cwnd = 24 + 40 * 6$
  $cwnd = 24 + 240$
  $cwnd = 264$
  cwnd = 264 MSS$

  new congestion window size in MSS:
  $new_cwnd = cwnd/MSS$
  $new_cwnd = 264/40$
  $new_cwnd = 6.6$
  new_cwnd = 6 MSS$

  The answer is: 6 MSS",6.0
37,"In a network with a maximum segment size of 104 KB, the current congestion window size during the slow start phase is 32 MSS. If the sender receives 10 ACKs, what is the number of ACKs received?","given values:
  MSS = 104 kb
  congestion window = 32 MSS
  new congestion window size = 111488 kb

  new congestion window size in MSS:
  $new_cwnd = new_cwnd/MSS$
  $new_cwnd = 111488/104$
  $new_cwnd = 1072$

  number of ACKs received:
  $ACKs= (new_cwnd - cwnd)/MSS$
  $ACKs= (1072 - 32)/104$
  $ACKs= 10$

  The number of ACKs received is: 10
  the answer is: 10",10.0
38,"In a network with a maximum segment size of 160 KB, the sender is currently in the slow start phase with a congestion window size of 20 MSS. After receiving ACKs, what should be the new value of the congestion window (in MSS)?","Congestion control is a set of techniques used in computer networks to prevent network congestion. It works by adjusting the rate at which data is sent into the network, based on the amount of congestion that is detected.

Slow start is a congestion control algorithm that is used in TCP. It starts by sending data at a slow rate and gradually increases the rate until it reaches the maximum allowed rate. If congestion is detected, the rate is reduced again.

  given values:
  MSS = 160 kb
  congestion window = 20 MSS
  new congestion window size = 80000 Kb

  new congestion window size in MSS:
  $new\_cwnd\_MSS = new\_cwnd\_Kb/MSS$
  $new\_cwnd\_MSS = 80000/160$
  $new\_cwnd\_MSS = 500$

  ACKs received:
  $ACKs = (new\_cwnd\_MSS - cwnd)/MSS$
  $ACKs = (500 - 20)/160$
  $ACKs = 3$

  The answer is: 3",3.0
39,"In a network where the maximum segment size is 56 KB, the sender is currently in the slow start phase with a congestion window size of 28 MSS. After receiving an ACK, what is the number of ACKs received to reach the new congestion window size of 4704 KB?","given values:
  MSS = 56 kb
  congestion window = 28 MSS
  new congestion window size = 4704 kb

  new congestion window size in MSS:
  $new\_cwnd = new\_cwnd/MSS$
  $new\_cwnd = 4704/56$
  $new\_cwnd = 84$

  number of ACKs received:
  $ACKs= (new\_cwnd - cwnd)/MSS$
  $ACKs= (84 - 28)/56$
  $ACKs= 56/56$
  $ACKs= 1$

  The answer is: 1",1.0
